,0,1,2,3,4,5,6
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.2792391775611571,0.2728451311845664,0.23436183710314484,0.27221519618112333,0.24337326652680047,0.2457619374922789,0.2811867566757292
2,0.15058660010798408,0.15226504096637877,0.19635832472195922,0.2079323407611973,0.1392901535896952,0.17268737777697968,0.14822796432592059
3,0.12739082071814237,0.1239987838312483,0.12624521197960167,0.22831424842314404,0.11190348950435189,0.13394333350588294,0.13092689869031535
4,0.07927086786909569,0.07813310283592467,0.08003194407530152,0.26405288183538533,0.07117635470163955,0.06967496506600973,0.07631981015846712
5,0.06018308890458825,0.059760957645483524,0.06586391685636356,0.3007907830253018,0.05514449671524329,0.08554520263049258,0.06330771847762266
6,0.04416957411626193,0.04446709767650481,0.060976293089934366,0.3385722685454043,0.04116100276541976,0.07929186089321566,0.04375112321253814
7,0.03691979094179368,0.037168158102859644,0.05338154557778261,0.37669769665037206,0.03465838870803162,0.08387504314448947,0.03868039639076259
8,0.031206555799048803,0.031932804569903675,0.043054591749264515,0.3061826414900327,0.030083513239098,0.0688590646570211,0.031507400135111385
9,0.027899486998334454,0.02837246369997151,0.035455883033899786,0.21846474666572657,0.026562826642647933,0.0631562977207861,0.028475298576351563
10,0.024917250083300327,0.025443245387859418,0.03226497679104843,0.2121550329913264,0.023798845691723438,0.058800958551884386,0.025492028366756517
