,0,1,2,3,4,5,6
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.2596636509596041,0.2408847107946358,0.23235146477223229,0.2859467017476602,0.2430724541712331,0.22370286937445616,0.2721564849526034
2,0.14655382438278058,0.14300997452260591,0.22267570378427498,0.20235964337661758,0.13511136893870324,0.20313574407828336,0.14308563680306025
3,0.13340738869632485,0.11376685471586778,0.14464096874300816,0.22533873709236027,0.11536010604295076,0.15611705338886636,0.1272593772178211
4,0.07676323372205304,0.06972209619785381,0.08604601113831367,0.25695800677724007,0.07055328717459883,0.10649038937823978,0.07403265162455579
5,0.06434295562159663,0.058678071555824246,0.07300858431860383,0.29335089986955337,0.06039604154534213,0.10777804457966647,0.06367041678399982
6,0.04474985607134466,0.04320254707142403,0.0626933383001256,0.3320373651970958,0.04350335621641792,0.1028167068028569,0.04495233194929478
7,0.03931410519409461,0.03833922054823333,0.05324181053149724,0.3728177461152106,0.03841630674309879,0.09214354336899597,0.03969069207498539
8,0.032773779820907165,0.03268188044264684,0.04608029251035006,0.33983469969119545,0.0321929123358114,0.07873031294236084,0.03311818297788911
9,0.029702925513744247,0.02944115472605086,0.042114794474497785,0.21549801359340645,0.029118608194327076,0.05960236599377829,0.029864350949852177
10,0.026481142659656533,0.026323558061050384,0.03613335998970662,0.18550155601559598,0.025986934314606573,0.06707059677114725,0.027161017011290575
