,0,1,2,3,4,5,6
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.28434139901132544,0.2942611297936455,0.3114831573698976,0.2751686281241118,0.307396353503949,0.3223083046265731,0.30752243795827694
2,0.17379372048549852,0.16126511758688675,0.23103744712633642,0.23511032981917016,0.18100856127992382,0.24016178116132866,0.1653649883766119
3,0.13747784502565974,0.14239454256621803,0.143669336372611,0.24875303863142534,0.1335928202623109,0.1483168021759811,0.15346099684214612
4,0.0943441390995932,0.08310675636180812,0.09664867170113431,0.27704813340964046,0.0937742032408836,0.09423501198688791,0.08581560037535167
5,0.07240611941559977,0.07130049588739192,0.08434824718603626,0.3096064873661874,0.0687981952418422,0.08945479106857594,0.07619908048223872
6,0.055751511013130105,0.050514354957200594,0.07504851023298537,0.34495286423666394,0.05559248405671029,0.11663212648012729,0.051211129829296535
7,0.0459260817128518,0.04458371415934876,0.06259322318251709,0.3817388492198182,0.04555012760313401,0.0893474123561736,0.04645705925508111
8,0.03960243786171283,0.037385113750309736,0.05776230967719622,0.25197927273730314,0.040417230548802786,0.09720711609050282,0.03838260784239786
9,0.03487367537628788,0.03367529217017094,0.050984910132732,0.21358313997170258,0.035448791257952056,0.07220521689877844,0.03450164094647362
10,0.03136369133469677,0.029967664096203887,0.04004926330048269,0.16935838463485564,0.03174874578082409,0.06962919573245348,0.03126186204260885
11,0.028371637890967884,0.027053613692197224,0.04210193129654771,0.17706673193111305,0.028675600017113376,0.05520667770716205,0.02821037950169271
12,0.025909173874978462,0.02452751510091367,0.03208794659207869,0.1506730377382999,0.02623305608590336,0.06085621796060204,0.025430637673184157
13,0.023751695936963493,0.022594537529266035,0.03454402259147712,0.15650965643739284,0.02402991781603482,0.04663135299963532,0.023842907128502667
14,0.0218835652971771,0.02072708201879438,0.028452719910020532,0.10877587017878775,0.022055979279361135,0.04184354598629744,0.02204245053108043
15,0.020230776131858755,0.019216254753125595,0.026771336845329854,0.13635728956504486,0.02047740376198515,0.038666386053884096,0.020271969737979414
16,0.018768548307373466,0.01782007881404728,0.024989916169019737,0.10649658229503413,0.01899778923790516,0.04640548210487574,0.018621878213879478
17,0.017464055789477635,0.016585235220237183,0.023128079319734398,0.09915293958021276,0.017631882886584675,0.03561670717000134,0.017315991740094443
18,0.01629666780397368,0.015470529170134632,0.020495827674980854,0.06997376916515295,0.016502189251323116,0.03972040612380704,0.01636185834274082
19,0.015247519348506872,0.014492637209471552,0.018447901833054184,0.08039829249127636,0.015456176168732263,0.027775833330674366,0.015619760691851267
20,0.014300923704814188,0.013597603166005714,0.01751477591610477,0.06092126758018268,0.014488910382286476,0.03066318240831661,0.014441645654698567
21,0.013443052058281441,0.01276069333294919,0.015951238179805954,0.07044252478262461,0.013599651798406736,0.02600666687365104,0.01357037655915858
22,0.012662445445732405,0.012013646592249464,0.01653881639737819,0.05748709278972754,0.012843876783072878,0.02665954858008929,0.0129656311838623
23,0.011949674116682659,0.011352470626269569,0.014710306170320809,0.05560860199335916,0.012142503688161443,0.02664027753319826,0.012090264798592118
