,0,1,2,3,4,5,6
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.293924307405212,0.284922130663468,0.23285432730005676,0.2603308910705384,0.2684066538767852,0.2790138614926691,0.2891040093348084
2,0.13562339662679473,0.12002962801794094,0.2272657585830815,0.17949521916105352,0.11806019998668849,0.19750328878985463,0.14786242939413693
3,0.11076141355565096,0.10125966742568437,0.11114646280853292,0.18743619215315427,0.11190301533193353,0.14762298940675592,0.12604000364553386
4,0.06412178626588484,0.05864266985190345,0.07289066617478863,0.21076604061995963,0.0626158210150158,0.08411082675241235,0.07139834777378731
5,0.05523338751007951,0.05172293633322459,0.07370747532264528,0.23853006969349422,0.05496441180732054,0.07329890371523137,0.060676673412762054
6,0.039586984757914674,0.03766325130469041,0.06313429619792742,0.2695579265650597,0.03769679734541963,0.08633415218384193,0.041777598704223116
7,0.035144370728478695,0.0338168267746596,0.0489257970599567,0.3025296565020856,0.03383742396691687,0.07744058546653333,0.036362893374471704
8,0.029450205527078936,0.02831955601912527,0.04194256021383534,0.30050052572799973,0.02780665296325202,0.0652693237373937,0.0303338330065416
9,0.026611775569479492,0.025480826319162136,0.03612449088712993,0.18947714075411334,0.02519780527051423,0.0787668184735086,0.02680175992314656
10,0.02369468141242215,0.022689660324902404,0.0331926094924659,0.19563074765723618,0.022430291253833987,0.04762140801858127,0.024116239972370435
11,0.021582368140597944,0.020326701269861816,0.031249292844151007,0.16149228082221692,0.0201574829552996,0.04956616515115844,0.022102378316899873
12,0.019651428946536605,0.01868252157034945,0.02629637810610708,0.1635662643836395,0.018365161048595483,0.04278133650519869,0.020057366160169888
13,0.01804411897256218,0.017299179862857925,0.022889850785119827,0.1598981889102543,0.01694492472669146,0.05331497884504025,0.01824453856752868
14,0.016619138466917382,0.01586717838174302,0.0211163260842555,0.12065524604293822,0.015613888479386547,0.04004820561773056,0.016968998844345776
15,0.015377430587904035,0.014653053332040443,0.018849844393716477,0.1273052734113577,0.014332319549965625,0.03611770814316915,0.015581966558920284
16,0.014275366940828104,0.013559572099564592,0.01891596859976971,0.09768100573844965,0.013336955233389286,0.028981504146631504,0.014800524269018496
17,0.013296630723754286,0.012673300018386,0.015247681933609886,0.11375981495188403,0.012506974584504804,0.029716061749899905,0.013797558333181505
18,0.012420815136114295,0.011837906738455247,0.015202953910292723,0.0854826865289787,0.0116763346906859,0.030665172026816657,0.013438996980699124
19,0.011634168092063864,0.011039678074520092,0.012830884110815457,0.08748744922312494,0.010889301605300881,0.03070569180303499,0.01241630395467805
20,0.010924262191518605,0.010398450239336157,0.01400823482735518,0.06329967991455021,0.01023721833945959,0.023073416915562014,0.01152501011793346
21,0.010281201487279307,0.009806001440948339,0.012765769723380564,0.06200323611836583,0.009641951422542101,0.021167893638988324,0.010695896749749077
22,0.009696540941729587,0.009234391252026753,0.011723083872307086,0.05584310572049852,0.009116676673971409,0.022539648476292598,0.010205532485167389
23,0.009163606269076705,0.008747514774129658,0.010399225577809998,0.062117098369115685,0.00859515032808707,0.02452948984990919,0.009733397807825896
24,0.008676563593494654,0.008289660421000496,0.009635202856227796,0.05082927141547207,0.008135700121860046,0.021944091870767943,0.009439746499176881
25,0.008230612420160285,0.007874032787447256,0.009519707623234617,0.055334695245973516,0.007735251468440771,0.019729916681051098,0.008829217722492334
26,0.007821325674653988,0.007500369882423679,0.009385931777694978,0.04525462401747142,0.007353661846214583,0.018641074967250426,0.008402911837363015
27,0.007444507634335338,0.007088853431996094,0.008772494832347265,0.04576832709879482,0.006998548263740194,0.017065210057035755,0.008119249744649698
28,0.007096517244378451,0.0067293099704157505,0.008201346880648877,0.03796585019856374,0.0066716379455559645,0.018031585769694047,0.007641027438968952
29,0.006774278157989913,0.006472332107233446,0.008336439232496563,0.0418053553326063,0.0063719584315301316,0.013038822301459451,0.007280365479144053
